Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
2018-02-02,50,7,7.14,0,Use recreationally,A few times per month,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-02,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,120,Williams Lake,Cariboo,Cariboo,British Columbia / Colombie-Britannique,59 - NonCMA
2018-02-02,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,70,7,10,0,Medicate - without a medical document,A few times per week,,,,,1.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-02,50,7,7.14,0,Medicate - without a medical document,A few times per week,,,,,3.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,45,7,6.43,0,Use recreationally,Daily,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Use recreationally,A few times per week,,,,,14,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
2018-02-02,50,7,7.14,0,Use recreationally,A few times per month,,,,,0.5,Kingston,Frontenac,Kingston--Pembroke,Ontario,Kingston
2018-02-02,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,14,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-02,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,40,7,5.71,0,Use recreationally,A few times per week,,,,,7,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-02-02,40,7,5.71,0,Use recreationally,A few times per week,,,,,1,Cambridge,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,50,7,7.14,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,45,7,6.43,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,50,7,7.14,0,Medicate - without a medical document,A few times per week,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,50,7,7.14,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-02,50,7,7.14,0,Medicate - without a medical document,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-02,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,40,7,5.71,0,Medicate - with a medical document,A few times per week,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,45,7,6.43,0,Medicate - with a medical document,Daily,,,,,48,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,50,7,7.14,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Medicate - without a medical document,A few times a year,,,,,0.5,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
2018-02-02,40,7,5.71,0,Use recreationally,Daily,,,,,14,Kamloops,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
2018-02-02,45,7,6.43,0,Use recreationally,A few times per week,,,,,14,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-02-02,80,7,11.43,0,Medicate - with a medical document,Daily,,,,,7,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
2018-02-02,45,7,6.43,0,Use recreationally,Daily,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-02,70,7,10,0,Use recreationally,Daily,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,28,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-02-02,60,7,8.57,0,Medicate - without a medical document,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,40,7,5.71,0,Use recreationally,A few times per week,,,,,1,Laval,Laval,Laval,Quebec / Québec,Montréal
2018-02-02,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,30,7,4.29,0,Medicate - without a medical document,A few times per month,,,,,0.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,28,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
2018-02-02,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,50,7,7.14,0,Use recreationally,Daily,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-02,50,7,7.14,0,Medicate - without a medical document,A few times per week,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,60,7,8.57,0,Use recreationally,A few times a year,,,,,0.5,Gaspé,La Côte-de-Gaspé,Gaspésie--Îles-de-la-Madeleine,Quebec / Québec,24 - NonCMA
2018-02-02,50,7,7.14,0,Use recreationally,A few times per month,,,,,7,Saint-Edmond-de-Grantham,Drummond,Centre-du-Québec,Quebec / Québec,24 - NonCMA
2018-02-02,50,7,7.14,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,3.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-02,30,7,4.29,0,Use recreationally,A few times a year,,,,,0.5,Rimouski,Rimouski-Neigette,Bas-Saint-Laurent,Quebec / Québec,24 - NonCMA
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,2,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-02,50,7,7.14,0,Medicate - without a medical document,,,,,,,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-02-02,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,1,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-02-02,45,7,6.43,0,Use recreationally,Daily,,,,,14,Sorel-Tracy,Pierre-De Saurel,Montérégie,Quebec / Québec,24 - NonCMA
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,70,7,10,0,Medicate - with a medical document,Daily,,,,,28,Houston,Bulkley-Nechako,Nechako,British Columbia / Colombie-Britannique,59 - NonCMA
2018-02-02,55,7,7.86,0,Medicate - without a medical document,A few times per week,,,,,3.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,90,7,12.86,0,Medicate - without a medical document,Daily,,,,,28,Coquitlam,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-02-02,50,7,7.14,0,Use recreationally,A few times per month,,,,,1,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-02-02,40,7,5.71,0,Use recreationally,Daily,,,,,1,Truro,Colchester,North Shore / Côte-nord,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
2018-02-02,30,7,4.29,0,Medicate - without a medical document,A few times per week,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,40,7,5.71,0,Use recreationally,A few times per month,,,,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-02,65,7,9.29,0,Use recreationally,A few times per week,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-02,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,65,7,9.29,0,Medicate - with a medical document,Daily,,,,,14,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-02-02,50,7,7.14,0,Medicate - without a medical document,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-02,50,7,7.14,0,Use recreationally,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-02,60,7,8.57,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,14,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-02-02,60,7,8.57,0,Medicate - without a medical document,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-02,50,7,7.14,0,Use recreationally,A few times per month,,,,,3.5,Charlottetown,Queens,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
2018-02-02,50,7,7.14,0,Use recreationally,A few times a year,,,,,0,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-03,45,7,6.43,0,Use recreationally,A few times per month,,,,,3.5,Laval,Laval,Laval,Quebec / Québec,Montréal
2018-02-02,45,7,6.43,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-03,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,100,7,14.29,0,Use recreationally,Daily,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-03,50,7,7.14,0,Medicate - without a medical document,A few times per week,,,,,28,Burnaby,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-02-03,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,3.5,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-02-02,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-02-02,60,7,8.57,0,Use recreationally,A few times per month,,,,,0.5,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
2018-02-02,40,7,5.71,0,Use recreationally,Daily,,,,,28,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-02-02,60,7,8.57,0,Use recreationally,Daily,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-02,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-03,45,7,6.43,0,Use recreationally,A few times per week,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-03,35,7,5,0,Use recreationally,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-02-03,50,7,7.14,0,Medicate - with a medical document,Daily,,,,,28,Red Deer,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-02-03,50,7,7.14,0,Medicate - without a medical document,A few times per month,,,,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-03,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-04,60,7,8.57,0,Use recreationally,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,45,7,6.43,0,Medicate - with a medical document,Daily,,,,,52,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,60,7,8.57,0,Medicate - without a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-03,50,7,7.14,0,Use recreationally,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-03,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,60,7,8.57,0,Use recreationally,Daily,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-03,60,7,8.57,0,Use recreationally,A few times a year,,,,,0.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,60,7,8.57,0,Use recreationally,Daily,,,,,14,Charlottetown,Queens,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
2018-02-03,50,7,7.14,0,Medicate - without a medical document,A few times per week,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,40,7,5.71,0,Use recreationally,A few times per week,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-03,50,7,7.14,0,Use recreationally,A few times a year,,,,,0.5,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-02-03,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,40,7,5.71,0,Medicate - without a medical document,A few times per month,,,,,7,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-02-03,50,7,7.14,0,Use recreationally,Daily,,,,,28,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
2018-02-03,30,7,4.29,0,Use recreationally,A few times per week,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-03,60,7,8.57,0,Medicate - with a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-03,49,7,7,0,Use recreationally,A few times per week,,,,,14,Alma,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-02-03,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-03,50,7,7.14,0,Medicate - with a medical document,Daily,,,,,28,Niagara-on-the-Lake,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
2018-02-03,55,7,7.86,0,Use recreationally,A few times per week,,,,,1,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-02-03,75,7,10.71,0,Use recreationally,Daily,,,,,1,Cape St. George,Division No.  4,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
2018-02-03,80,7,11.43,0,Use recreationally,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-02-03,35,7,5,0,Use recreationally,Daily,,,,,28,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-02-03,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Summerside,Prince,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
2018-02-03,55,7,7.86,0,Use recreationally,Daily,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-03,60,7,8.57,0,Use recreationally,A few times per week,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-03,55,7,7.86,0,Use recreationally,Daily,,,,,14,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-03,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-04,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
2018-02-03,40,7,5.71,0,Use recreationally,Daily,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-03,40,7,5.71,0,Use recreationally,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,60,7,8.57,0,Use recreationally,A few times per month,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-03,55,7,7.86,0,Use recreationally,A few times per month,,,,,3.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-02-04,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
2018-02-04,30,7,4.29,0,Use recreationally,Daily,,,,,28,Parksville,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
2018-02-04,45,7,6.43,0,Medicate - without a medical document,Daily,,,,,40,Rigaud,Vaudreuil-Soulanges,Montérégie,Quebec / Québec,24 - NonCMA
2018-02-04,50,7,7.14,0,Use recreationally,Daily,,,,,14,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
2018-02-03,55,7,7.86,0,Use recreationally,,,,,,,Morden,Division No.  3,South Central / Centre sud,Manitoba,46 - NonCMA
2018-02-03,42,7,6,0,Medicate - without a medical document,Daily,,,,,28,Nanaimo Town 1,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
2018-02-04,40,7,5.71,0,Use recreationally,A few times per week,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-02-03,50,7,7.14,0,Use recreationally,A few times per month,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-04,65,7,9.29,0,Use recreationally,Daily,,,,,1,Mississauga,Peel,Toronto,Ontario,Toronto
2018-02-04,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-04,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-04,55,7,7.86,0,Use recreationally,Daily,,,,,28,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-02-04,50,7,7.14,0,Use recreationally,Daily,,,,,28,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-02-04,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-02-04,70,7,10,0,Use recreationally,Daily,,,,,28,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
2018-02-04,60,7,8.57,0,Use recreationally,A few times per week,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-04,60,7,8.57,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-04,30,7,4.29,0,Use recreationally,A few times per month,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-04,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-04,45,7,6.43,0,Medicate - without a medical document,A few times per week,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-04,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,21,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
2018-02-04,49,7,7,0,Medicate - without a medical document,Daily,,,,,52,Peterborough,Peterborough,Muskoka--Kawarthas,Ontario,Peterborough
2018-02-04,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,28,Ponoka,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-02-04,40,7,5.71,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-04,60,7,8.57,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-04,40,7,5.71,0,Use recreationally,Daily,,,,,14,Laval,Laval,Laval,Quebec / Québec,Montréal
2018-02-04,40,7,5.71,0,Use recreationally,A few times per week,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-04,50,7,7.14,0,Use recreationally,Daily,,,,,125,Ponoka,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-02-04,45,7,6.43,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-04,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,1,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-04,60,7,8.57,0,Use recreationally,Daily,,,,,28,Whitby,Durham,Toronto,Ontario,Oshawa
2018-02-04,45,7,6.43,0,Use recreationally,Daily,,,,,1,Shawinigan,Shawinigan,Mauricie,Quebec / Québec,24 - NonCMA
2018-02-04,60,7,8.57,0,Use recreationally,Daily,,,,,14,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-02-04,60,7,8.57,0,Use recreationally,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-05,70,7,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-05,40,7,5.71,0,Medicate - without a medical document,A few times per month,,,,,1,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
2018-02-05,50,7,7.14,0,Use recreationally,,,,,,,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
2018-02-04,50,7,7.14,0,Use recreationally,Daily,,,,,125,Ponoka,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-02-04,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,14,Temiskaming Shores,Timiskaming,Northeast / Nord-est,Ontario,35 - NonCMA
2018-02-05,28,7,4,0,Use recreationally,Daily,,,,,0.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
2018-02-05,60,7,8.57,0,Use recreationally,Daily,,,,,14,Tisdale,Division No. 14,Prince Albert,Saskatchewan,47 - NonCMA
2018-02-05,50,7,7.14,0,Use recreationally,Daily,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-05,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-05,60,7,8.57,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-05,60,7,8.57,0,Use recreationally,A few times per week,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-05,100,7,14.29,0,Medicate - without a medical document,Daily,,,,,28,"Yukon, Unorganized",Yukon,Yukon,Yukon,60 - NonCMA
2018-02-05,35,7,5,0,Use recreationally,Daily,,,,,28,Lévis,Lévis,Chaudière-Appalaches,Quebec / Québec,Québec
2018-02-05,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,14,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
2018-02-05,45,7,6.43,0,Use recreationally,A few times per week,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-02-05,50,7,7.14,0,Use recreationally,A few times per week,,,,,7,Kingston,Frontenac,Kingston--Pembroke,Ontario,Kingston
2018-02-05,50,7,7.14,0,Medicate - with a medical document,Daily,,,,,28,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
2018-02-05,45,7,6.43,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-05,70,7,10,0,Medicate - without a medical document,A few times per week,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-06,40,7,5.71,0,Medicate - without a medical document,,,,,,,Niagara-on-the-Lake,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
2018-02-06,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,14,Lloydminster (Part),Division No. 10,Camrose--Drumheller,Alberta,48 - NonCMA
2018-02-06,55,7,7.86,0,Use recreationally,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-02-06,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,7,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-02-06,40,7,5.71,0,Use recreationally,,,,,,,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-02-06,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,14,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-02-06,55,7,7.86,0,Use recreationally,A few times per week,,,,,7,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-02-06,50,7,7.14,0,Use recreationally,A few times per month,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-02-06,50,7,7.14,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-02-06,50,7,7.14,0,Medicate - without a medical document,A few times a year,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-02-06,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,7,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
